Band	Timecode	Sprecher	Transkript	Übersetzung	Hauptüberschrift	Zwischenüberschrift	Hauptüberschrift (Übersetzung)	Zwischenüberschrift (Übersetzung)	Registerverknüpfungen	Anmerkungen	Anmerkungen (Übersetzung)
1	00:52:13.00	HH	Ja, und dann … ich bin schon früh auch in Urlaub gefahren.								
1	00:52:19.00	HH	Meistens in die Berge …								
1	00:52:22.00	HH	wo ich heute noch …								
1	00:52:24.00	IV	(Auf den Berg, Bergwanderungen auch ?)?								
1	00:52:27.00	HH	Ja.								
1	00:52:28.00	IV	Mm.								
1	00:52:30.00	IV	Waren Sie …								
1	00:52:31.00	IV	Sie sind 16 geboren, warn Sie noch in der Hitlerjugend?								
1	00:52:34.00	HH	Nein								
1	00:52:35.00	IV	(Musste man nicht mehr ?)?								
1	00:52:36.00	HH	Nein.								
1	00:52:36.00	IV	(???)								
1	00:52:38.00	HH	Nein, das brauchte man nicht mehr.								
1	00:52:39.00	IV	Mm.								
1	00:52:40.00	IV	Ansonsten wären das die Jahrgänge ab ‘20 gewesen.								
1	00:52:43.00	HH	Ja, bei uns waren schon welche in der Hitlerjugend, wir hatten welche, wir hatten auch einen Juden bei uns in der Klasse noch, und auch einen, der schon so Scharführer war.		Schule, Jugendorganisationen NS, Judenverfolgung				87580903#87580917#87580911		
1	00:52:51.00	HH	Ich weiß, mein Bruder, der war auch in der Hitlerjugend, nicht, in der …								
1	00:52:55.00	IV	Jungschar?								
1	00:52:56.00	HH	Jungschar!								
1	00:52:56.00	IV	Mm.								
1	00:52:58.00	HH	Aber das gab‘s zu der Zeit auch schon.								
1	00:53:00.00	IV	Ja, vor ‘33 gab‘s das schon.								
1	00:53:02.00	HH	Ja, ja ja.								
1	00:53:03.00	IV	Nur war das ja mehr …								
1	00:53:05.00	IV	war das ja so ne Sache für überzeugte Nationalsozialisten.								
1	00:53:07.00	HH	Jaja.								
1	00:53:08.00	IV	Nach ‘33 war das ja dann … nach ‘35 war das ja dann Pflicht.								
1	00:53:12.00	HH	Mm.								
1	00:53:13.00	IV	Gab‘s denn da politische Spannungen in der Klasse, so, Sie sagten grade, (???) in der Klasse, grade hier in Essen?								
1	00:53:21.00	HH	Nein, sagen wir, der, der …								
1	00:53:23.00	HH	wir hatten einen einzigen, der in Uniform auch zur Schule kam, und … der sich natürlich nicht gegen … mit dem Juden so vertragen konnte, den haben wir aber ganz jämmerlich mal verhauen …								
1	00:53:35.00	IV	Mm.								
1	00:53:37.00	HH	Aber der Jude, der hat sich hinterher, obwohl wir damals alle sehr gut zusammen auskamen, hinterher mit dem Lehrer, äh, kein schönes, sagen wir […] haben wir nicht dem wieder vergolten, was er, äh, der Lehrer mit ihm gemacht hat. Der Lehrer hat den so durchgezogen!								
1	00:54:01.00	IV	Mm.								
1	00:54:02.00	HH	Und dann kam nachher ne Auskunft von Amerika, er sollte da dem bescheinigen, dass er auf der Schule da war und so weiter, und hat er nen netten Brief noch dabeigeschrieben, der hat sich gar nicht mehr gerührt.								
1	00:54:15.00	HH	Das find ich nicht schön.								
1	00:54:17.00	IV	Mm …								
1	00:54:18.00	IV	(Vielleicht ?) sind die Erinnerungen …								
1	00:54:20.00	HH	Naja, man weiß nicht viel nachher, weil der ... da hatten wir … die Eltern hatten da im (???) hatten die so ne Schneiderei …								
1	00:54:27.00	HH	wir sind aber in der Schule, wir haben … uns durfte keiner was sagen dabei, wenn irgendeiner mit dem Hitlerjungen anfing, wie gesagt ..								
1	00:54:35.00	HH	Schluss.		Politik, Parteien, Schule, Vergangenheit				87580900#87580903#87580939		
1	00:54:36.00	HH	Wir sind ne schö…								
1	00:54:37.00	HH	wir hatten eine sehr gute Klasse.								
1	00:54:39.00	HH	Geht ja … ist ja … geht ja schon daraus hervor, dass wir in den Ferien zusammen loszogen …								
1	00:54:43.00	IV	Ach, die ganze Klasse?								
1	00:54:45.00	HH	Ja.								
1	00:54:45.00	IV	Ach?								
1	00:54:46.00	HH	Ich sagt Ihnen ja eben, dass der Lehrer das machte, der ging mit seiner Frau mit …								
1	00:54:49.00	IV	Ja, in der Knabenschule war das …								
1	00:54:51.00	HH	(Knabenschule ?) schon.								
1	00:54:52.00	HH	Und dann, wer mitwollte, das war keine Pflicht, war ja in den Ferien, aber da war fast die ganze Klasse immer mit.								
1	00:54:59.00	HH	Kaum, dass sich jemand ausgeschlossen hat.								
1	00:55:01.00	IV	Ja klar, die fuhren ja auch mit den Eltern nicht weg, wahrscheinlich.								
1	00:55:02.00	HH	Ne ne, früher war’s ja nicht so, dass sie wegfuhren, dass kam ja erst mit „Kraft durch Freude“ auf.								
1	00:55:07.00	IV	Mm.								
1	00:55:09.00	IV	Und (???)… ist ihr … waren Ihre Eltern eigentlich … wissen Sie noch, was Ihre Eltern gewählt haben?								
1	00:55:17.00	HH	Nein.								
1	00:55:18.00	IV	(???)								
1	00:55:19.00	HH	Nein.								
1	00:55:20.00	IV	(???)								
1	00:55:25.00	HH	Meine Eltern waren sehr christlich, und wir durften z.B. zu Hause, wir konnten spielen, wieviel wir wollten, nur nicht um Geld, und äh, über Politik und so weiter, soviel ich mich entsinne, wurde da nie gesprochen.								
1	00:55:41.00	IV	Obwohl ihr Vater ja im Bergbau tätig war, und da war ja eigentlich doch die Gewerkschaft schon damals ziemlich stark.								
1	00:55:48.00	HH	Ja, mein Vater war sehr lange in der Gewerkschaft, der hatte schon noch so ´ne goldene Uhr bekommen für 65 Jahre Gewerkschaft, da war er schon längst pensioniert.								
1	00:55:57.00	HH	Der war bis zu seinem Lebensende in der Gewerkschaft.								
1	00:56:00.00	IV	War auch da aktiv, oder?								
1	00:56:01.00	HH	Nein, nur Mitglied.		Politik, Parteien, Verrauscht 2, Familie				87580900#87580934#87580893		
1	00:56:03.00	IV	Mitglied, ja.								
1	00:56:04.00	HH	Ja.								
1	00:56:06.00	IV	Ja, und für den Kindheitsbereich …								
1	00:56:10.00	IV	wenn Sie was vergessen haben zum Kindheitsbereich …								
1	00:56:13.00	IV	fällt Ihnen noch was ein? …								
1	00:56:20.00	IV	Ne, vielleicht können wir ja dann noch was …								
1	00:56:24.00	IV	Wann haben Sie denn geheiratet?								
1	00:56:27.00	HH	´´43.								
1	00:56:28.00	IV	So spät, ‘43?								
1	00:56:29.00	HH	Ja.								
1	00:56:31.00	IV	Da waren sie schon …?								
1	00:56:33.00	HH	Naja, 28.								
1	00:56:36.00	IV	28, ja, mm.								
1	00:56:40.00	HH	Sie sind also bis 1939 in Essen gewesen …								
1	00:56:43.00	HH	Ja.								
1	00:56:43.00	IV	… wie ich sehe, und dann, durch den Krieg …								
1	00:56:46.00	HH	‘45 kam ich wieder.								
1	00:56:47.00	IV	Mm.								
1	00:56:48.00	IV	Die ganzen sechs Jahre also waren sie Kriegsberichtserstatter oder …								
1	00:56:51.00	HH	Ja, beim Deutschen Nachrichtenbüro.								
1	00:56:53.00	IV	Ja, aber nicht im Range eines Soldaten?								
1	00:56:55.00	HH	Nein, bei M… äh … allein unterwegs.								
1	00:56:58.00	IV	Ja … mm.								
1	00:56:59.00	IV	Und dann in verschiedenen …								
1	00:57:01.00	IV	Können Sie uns verraten, da haben Sie vorhin ein paar Punkte genannt, können Sie so ein bisschen erzählen, wie das abgelaufen ist?		Krieg, Front, Arbeit, Repression, Wohnen				87580896#87580926#87580898		
1	00:57:06.00	IV	Diese Zeit von ´39 bis ´45 für Sie?								
1	00:57:09.00	HH	Ja, ich kam am 17. Dezember 1939 nach Kattowitz.								
1	00:57:13.00	IV	Ja, abgeordnet von der TU [Telegraphenunion]?								
1	00:57:16.00	HH	Ja, ich war ….								
1	00:57:17.00	HH	nee, das war Deutsches Nachrichtenbüro.								
1	00:57:18.00	IV	Ja, klar.								
1	00:57:19.00	HH	Ich musste mich erst in Berlin melden, kriegte sogar hier einen Schlafwagenplatz dahin, kam Berlin an, ziemlich kalt, hat‘s geschneit, während es hier gar nicht so kalt war.								
1	00:57:33.00	HH	Dann kam man nach Kattowitz, ging dann, in Kattowitz machte ich dann sonntags beim …								
1	00:57:43.00	HH	in Gleiwitz, beim (Wandern ?) Sport, wurde ich da abkommandiert …								
1	00:57:50.00	HH	war ein Jahr da, kam eigentlich, ja, ich wollte immer wieder zum Westen zurück, mir gefiel das da nicht …								
1	00:57:56.00	IV	Aber '39 nach Kriegsbeginn schon?								
1	00:57:58.00	HH	Bitte?								
1	00:57:59.00	IV	Nach Kriegsbeginn?								
1	00:58:00.00	HH	Da war der Krieg schon ausgebrochen.								
1	00:58:02.00	IV	Jaja.								
1	00:58:02.00	HH	Ja.								
1	00:58:03.00	IV	(Da waren Sie grad in Gleiwitz?)								
1	00:58:04.00	HH	Jaja, Gleiwitz, da fing ja eigentlich der Krach an, nich?								
1	00:58:06.00	IV	Jaja, mm.								
1	00:58:07.00	HH	Ja, ich sollte eigentlich nach Krakau, bin aber in, äh, Kattowitz hängengeblieben, in Krakau die Zweigstelle wurde nicht aufgemacht …								
1	00:58:18.00	HH	dann … hatte ich immer Gequengel, ich wollte hier zum Westen wieder zurück, das gefiel mir da unten gar nicht, obwohl ich da, muss sagen, die … war eine Polin … die beste Wirtin hatte von den ganzen fünf Jahren.								
1	00:58:35.00	HH	Die hat meine Anzüge gebügelt, das war wirklich … äh … vornehme Frau, die hatte ne Fabrik, und die Deutschen, man hat … die Deutschen haben der ganz gut mitgespielt, ganz schlecht mitgespielt.								
1	00:58:45.00	IV	Mm.								
1	00:58:46.00	HH	Und da war auch … ein Zimmer waren sogenannte Volksdeutsche, hat nachher er die ganze Wohnung noch genommen.								
1	00:58:57.00	HH	Ja, Danzig …		Krieg, Front, Gewerbe, Verrauscht 2				87580896#87580929#87580934		
1	00:58:59.00	IV	Von Gleiwitz, äh…								
1	00:59:01.00	HH	Von, von Kattowitz …								
1	00:59:02.00	IV	… sind Sie dann …								
1	00:59:03.00	HH	Kattowitz, also in Kattowitz hab ich da einen schweren Krach mit dem … Zweigstellenleiter gekriegt, dann bin ich nach Berlin gefahren, ich kannte in Berlin einen vom Informationsdienst, und … bin ich durch, bin ich weitergefahren nach Essen, dann hier das in Essen so … ach so, dann wurde ich nach Berlin versetzt, sollte ich.								
1	00:59:32.00	HH	Ich bin aber nach Essen gefahren, und erst hier in Essen hab ich dann angerufen, der hatte gesagt, wegen dringender Familenangelegenheiten müsste ich mal nach Hause …								
1	00:59:41.00	HH	hab ich von Essen aus angerufen, hieß es direkt, bleiben Sie direkt da, Sie kommen nach Luxemburg.								
1	00:59:47.00	IV	Mm.								
1	00:59:48.00	HH	Da bin ich in Luxemburg gewesen, Luxemburg war eigentlich so mit die schönste Zeit.								
1	00:59:52.00	HH	Luxemburg war ein kleines Büro, das war nicht so, dass wir nun praktisch nur aufnehmen mussten für de Zeitung, sondern wir waren so mit dem Chef der Zivilverwaltung, von dem verbreiten wir das Material viel.								
1	01:00:07.00	HH	Sonst … die meisten Nachrichten hörten Sie da im Cafe, nicht?								
1	01:00:13.00	HH	Und da war an sich ne schöne Zeit, Luxemburg.								
1	01:00:15.00	IV	Da hat man vom Krieg noch nicht viel gemerkt?								
1	01:00:17.00	HH	Nein, Ich habe in Kattowitz auch nicht viel vom Krieg gemerkt, wenn es um Essen ging.								
1	01:00:21.00	HH	Ich war da in so ner kleinen Wirtschaft, die hatten auch einen Sohn, der war so alt wie ich, der war auch eingezogen, bei denen aß ich in der Küche, obwohl die ne Wirtschaft da draußen hatten.								
1	01:00:30.00	HH	Braucht ich aber keine … keine Marke.								
1	01:00:34.00	IV	Hm.								
1	01:00:35.00	IV	[Telefon klingelt]								
1	01:00:36.00	HH	In Luxemburg brauchten wir auch keine Marke.								
1	01:00:38.00	HH	[Telefon klingelt]								
1	01:00:40.00	HH	Ja, in Luxemburg, kon… kam ich dann nach Danzig. [Frau Hoffmann spricht im Hintergrund am Telefon.]								
1	01:00:47.00	IV	Das war wann?								
1	01:00:48.00	HH	Bitte?								
1	01:00:48.00	IV	Wann?								
1	01:00:49.00	HH	Danzig, das war … also wir waren … äh … sechund … '39/'40 war ich in Kattowitz, '40/'41, März '41 in, in Luxemburg, dann kam ich nach Danzig, da war ich zwei Jahre und da hab ich wieder insofern Krach gekriegt, da hab ich, wie Stalingrad gefallen war, hab ich dann behauptet, dass der Krieg verloren und dann der Zweigstellenleiter hat mich dann bei der Gauleitung angeschissen, da musst ich ganz schön schnell weg.								
1	01:01:25.00	IV	Oh, ha …		Krieg, Front, Gesprächspartikel 3, Sozialleben				87580896#87580915#87580916		
1	01:01:28.00	HH	Bin dann nach Stettin gegangen.								
1	01:01:29.00	IV	Ja.								
1	01:01:30.00	HH	Stettin war nicht so schön, warn ja auch die dauernd die Angriffe und so …								
1	01:01:34.00	HH	da war ich ein Jahr, da hab ich auch ein paar (???) nachher von mit so ein Haus eingestürzt, also da war der Schädelbasisbruch.								
1	01:01:42.00	IV	In Danzig waren sie von '41 bis '43?								
1	01:01:45.00	HH	Ja, ich hab auch, wie ich in Danzig war, geheiratet.								
1	01:01:47.00	IV	Ja, und Ihre Frau ist dann auch in Danzig gewesen?								
1	01:01:50.00	HH	Meine Frau war öfter in Danzig, ja, mm.								
1	01:01:52.00	IV	Und diese Freundschaft zu Ihrer Frau, die hatte sich von der Tanzschule so erhalten?								
1	01:01:56.00	HH	Ja ja.								
1	01:01:57.00	IV	Mm.								
1	01:01:58.00	HH	Aber auch meine Mutter besuchte mich da.								
1	01:02:00.00	HH	Meine Mutter, die tauchte überall auf, wo ich hin war auch.								
1	01:02:02.00	HH	Die war in Luxemburg und so, die sagte, wir wollen mal gucken, wie ihr hier wohnt.								
1	01:02:05.00	IV	Ja, mm.								
1	01:02:06.00	HH	Da können Sie sehen, dass wir ein gutes Verhältnis miteinander hatten.								
1	01:02:09.00	IV	Mm … und dann nach Danzig, sind Sie in Stettin gewesen, und da ging‘s mit dem Krieg schon langsam zu Ende, ne?								
1	01:02:17.00	HH	Ja, da war ich, äh, hier zu Hause in Erholungsurlaub, weil ich da, hatt ich sechs Wochen im Lazarett gelegen, und da hörte ich am 16.								
1	01:02:28.00	HH	Feber, meine Mutter hatte Geburtstag, im Radio, der Russe steht 16 Kilometer vor Stettin in Schwetz.								
1	01:02:34.00	IV	44 war das?								
1	01:02:35.00	HH	Ja.								
1	01:02:35.00	IV	Hm.								
1	01:02:36.00	HH	Da sag ich zu meiner Mutter:								
1	01:02:37.00	HH	„(Jetzt muss ich ?) nach, nach, nach Stettin.“								
1	01:02:39.00	HH	„Was willste denn da?“, ich sag, „Ich hab meine ganze Sachen dort stehen,“ ich hatte meine Koffer, meine Anzüge, alles da.		Krieg, Front, Mobilität, Wohnen				87580896#87580906#87580898		
1	01:02:44.00	HH	Ich muss da hin.								
1	01:02:46.00	HH	Das war gar nicht so einfach, wieder zurückzukommen.								
1	01:02:48.00	IV	Mm.								
1	01:02:50.00	HH	Und da haben wir von der Bundesbahn jemand bestochen, sowas … äh, Schaffnerin, die hat mich in ihr Dienstabteil mitgenommen, die hat mir ne Fahrkarte ausgestellt, ja …								
1	01:03:05.00	HH	noch direkt für zurück.								
1	01:03:06.00	HH	Aber zurück, die hab ich dann gar nicht benutzen können.								
1	01:03:09.00	HH	Als ich da in Stettin ankam, haben sie mich direkt zum Volkssturm geschnappt.								
1	01:03:14.00	HH	[atmet tief durch] Also, da bin ich schnell wieder freigekommen, aber ich kam von Stettin nicht weg.								
1	01:03:19.00	HH	Da sagt der Zweigstellenleiter, „Ach, wissen Sie, Hoffmann, Sie wollten doch die Zweigstelle übernehmen.“, und ich sag, „Wieso das denn, der Russe steht doch vor der Tür!“								
1	01:03:27.00	IV	Ts, (???)								
1	01:03:28.00	HH	Ne, und dass die … da da kamen wir denn … war aber jeden Tag am Bahn …ich weiß, ich hatte so so so ein Gefühl dahin … und da kam einer, mit dem hatte ich in Danzig .. in in Katte … ja in Kattewitz zusammengearbeitet, und in Gleiwitz auch …								
1	01:03:47.00	HH	der kommt mit einer ganzen Familie an, mit vier, fünf Kindern, sag ich „Wo kommst Du denn her?“, „Ja, mit dem letzten Panzer aus Breslau raus“.								
1	01:03:55.00	HH	Hören se, was willste hier, ja hier ne Wohnung.								
1	01:03:56.00	HH	Was solls, sag ich, kannste meine nehmen, ich hab da so ne ganze Wohnung da.								
1	01:03:59.00	IV	Hm.								
1	01:04:00.00	HH	Ich zum Zweigstellenleiter, der wohnt im gleichen Haus, gesagt, „Wissen Sie was“, sag ich, „Ich möcht nach Hause, hier, der bleibt hier und macht.“								
1	01:04:06.00	HH	Die Frau von dem Zweigstellenleiter, sicher, der Herr Hoffmann möchte zu seiner Frau auch und so, naja, die Gauleitung hat mir einen … äh … dass ich da rausfahren konnte …								
1	01:04:16.00	IV	Ja, einen Schein …								
1	01:04:17.00	HH	… da hab ich praktisch alles mit Zigaretten gemacht, mit Koffer auch mit Zigaretten aufgegeben, Zug, da war alles nur für Flüchtlinge …								
1	01:04:23.00	IV	ja								
1	01:04:23.00	HH	… oben, den, dem Posten dann ne Schachtel Zigaretten gegeben, oben rein …								
1	01:04:27.00	HH	da hab ich drei Tage in Hamburg gelegen, bis ich weiter kam, immer Bombenangriffe.								
1	01:04:31.00	IV	Mm.								
1	01:04:32.00	HH	Dann, hier zu Hause …meldete mich hier beim (Melde…?) …								
1	01:04:36.00	IV	Hatten Sie hier eigentlich schon ne Wohnung?		Wohnen, Presse, Literatur, Verrauscht 2				87580898#87580927#87580934		
1	01:04:37.00	HH	Bitte?								
1	01:04:38.00	IV	Hatten Sie hier ne Wohnung in Essen?								
1	01:04:39.00	HH	Meine Eltern wohnten ja noch hier.								
1	01:04:40.00	IV	Ja, aber keine eigene?								
1	01:04:42.00	HH	Nein.								
1	01:04:43.00	HH	Wir hatten zwar uns Möbel besorgt, die hatte meine Frau irgendwie durch Beziehungen gekriegt, aus Wuppertal, aber die waren …								
1	01:04:51.00	HH	die hatten wir bei meiner Schwester hingestellt, weil wir dachten, da wär‘s sicherer, und da sind sie alle kaputtgegangen.								
1	01:04:56.00	IV	A ja.								
1	01:04:57.00	HH	Ne.								
1	01:04:59.00	HH	Und meine Eltern hatten sowieso Pech.								
1	01:05:00.00	HH	Die haben … drei- oder viermal sind die vollständig ausgebrannt.								
1	01:05:04.00	HH	Immer wieder neu angefangen.								
1	01:05:08.00	HH	So, nun kamen …								
1	01:05:11.00	HH	ist hier, sagen wir der erste …								
1	01:05:13.00	HH	mein erster Sonntagsdienst hier im Kreis von (Gronebau ?), da kam dieser große Angriff, der letzte Angriff auf Essen.								
1	01:05:19.00	HH	Da kamen hier die Bomber so niedrig, konnten Sie alle sehen.								
1	01:05:22.00	IV	Ja.								
1	01:05:22.00	HH	Ja, da kam ausgerechnet im Raum, wo wir saßen, wo wir unser Büro hatten, unten im Keller, kam eine Bombe da auf so eine Zwischenwand, und vor … ich hat… ich war das gar nicht so gewöhnt mit Bo… mit so Versteck, mit Bomben.								
1	01:05:36.00	HH	Wenn bei uns Bomben kamen, irgendwo, da haben wir geguckt.								
1	01:05:39.00	HH	Hatte mich so untern Schreibtisch gelegt, da, weil die alle sich da drunterlegten so, ja da saß an meinem Platz eigentlich, am Fenster, war der Hauptschriftleiter damals von der Nationalzeitung, der lag unter der Decke nachher alles.								
1	01:05:52.00	IV	Mm.								
1	01:05:53.00	HH	Und da kam der …								
1	01:05:54.00	HH	da konnten Sie die Bomber so anfliegen sehen, wie so die, die, wie so die … äh… die Bomben sich lösten, da stand ich in so nem Türrahmen drin, und meine Frau und ich, wir wollten eigentlich ins Kino gehen, also so, so Mut hatte man immer früher noch, und hatte mir einen neuen Anzug besorgt, und Mantel …								
1	01:06:14.00	HH	das war natürlich alles total verdreckt.								
1	01:06:17.00	HH	Kann meine, steht meine Frau heut noch, wie sie reinkommt, und sagt:		Krieg, Front, Gesprächspartikel 2, Verrauscht 1				87580896#87580914#87580922		
1	01:06:21.00	HH	„Der schöne Mantel!“ -								
1	01:06:22.00	HH	„Ja, sei doch froh, dass ich noch leb, guck mal da, wie das hier aussieht!“								
1	01:06:26.00	IV	Ja.								
1	01:06:27.00	HH	Und da hatt ich nur … am linken Bein hier unten, so, so nen Bluterguss drin, da konnt ich nicht laufen, sonst … ist er ganz gut drübergegangen.								
1	01:06:39.00	IV	Und die … als Sie dann von … mussten Sie denn aus Essen nochmal weg bis zum Kriegsende?								
1	01:06:45.00	HH	Da sollt ich nach Braunschweig.								
1	01:06:48.00	HH	Sagt meine Frau, du gehst nicht mehr nach Braunschweig, jetzt bleibst du hier.								
1	01:06:51.00	HH	Und da bin ich auch nicht mehr weggegangen.								
1	01:06:54.00	HH	Da war der Krieg zu Ende auch.								
1	01:06:55.00	IV	Ja.								
1	01:06:55.00	IV	Wie haben Sie nun das Kriegsende erlebt?								
1	01:06:57.00	HH	Da waren wir hier, in der Schwarzenstraße, bei der Mutter von meiner Frau wohnten wir da, was nun ein (???) war … Artilleriefeuer …								
1	01:07:09.00	HH	wir gingen unten in den Keller, auf einmal hieß es, die Amerikaner kommen.								
1	01:07:14.00	HH	Mm, dann die Amerikaner so in den Keller rein, „Du Soldat?“ zu mir gesagt, „Nix Soldat!“.								
1	01:07:19.00	HH	Hm, also so klug, so Soldat.								
1	01:07:22.00	HH	Also wenn ich gesehen … das ging, die … die gingen dann oben in die Räume, wir mussten alle runter, haben da so Maschinengewehrnester aufgebaut, und mein Kollege vom DNB, der in Urlaub war, als Soldat, der kam in Uniform anmarschiert, zu mir hin, wollt mich besuchen.								
1	01:07:39.00	HH	Ich sag „Ingmar, was machst Du denn hier, der Amerikaner sitzt doch hier drin!“								
1	01:07:42.00	HH	Da sagt er „Und?“ und ist wieder gemütlich nach Hause gegangen.								
1	01:07:45.00	HH	So was hab ich noch nie erlebt!								
1	01:07:46.00	IV	[Lacht]								
1	01:07:46.00	HH	Der hatte Mut!								
1	01:07:49.00	HH	Ja, dann gingen die von hier aus, von, von Schwarzenstraße aus, gingen die Panzer am nächsten Tag vor, die gingen dann bis zur Zeche Helene, bis hier oben, die haben einen Tag für gebraucht, da ist man, zu Fuß sind das ungefähr 20 Minuten, und am nächsten Tag wieder bis zur Stadt runter.								
1	01:08:05.00	HH	Sind da reingezogen.								
1	01:08:07.00	IV	Mm.								
1	01:08:08.00	HH	Ja, da war der Krieg zu Ende, sind wir wieder zum Büro gegangen, wir wussten ja alle nicht, was los war …		Mobilität, Länder, Nationalitäten, Presse, Literatur				87580906#87580902#87580927		
1	01:08:15.00	HH	man musste ja hier, wenn eine Bescheinigung kam, dass man arbeiten oder was, da haben wir uns halt selber Bescheinigung geschrieben …								
1	01:08:23.00	HH	ja, und wie gesagt, dann wollte ich gerade, unterwegs zu meinen Eltern wollte ich, hatte ich mir so Matratzen geholt, und Leiterwagen, ich saß so im Leiterwagen, und hab sie so mit dem Bein gelenkt, meine Frau hat ihn geschoben …								
1	01:08:35.00	HH	auf einmal kommt so ein engl… amerikanischer Wagen angefahren, steigen welche aus, „Sie sind verhaftet!“.								
1	01:08:40.00	HH	(Gelacht ?), da war so ein Zivilist dabei, das war der Oppenberg, also der jetzt hier von der Tageszeitung … von … äh …								
1	01:08:49.00	HH	Neuen Ruhrzeitung, und den hatte ich nur am letzten … bei dem Großangriff kennengelernt, der saß da nämlich mit bei mir da unten drin, wir haben uns so unterhalten … und da haben wir uns auch nicht mehr gesehen.								
1	01:08:57.00	HH	Ich hab den höchstens noch einmal gesehen.								
1	01:08:58.00	HH	Ja, dann, bauten die, die Engländer hier so ne …ne Zeitung aufbauen, brauchten auch Nachrichtendienst, also haben wir … Funkverbindung, da hatten sie noch so … sich Funker arrangiert, die so alles mit Morsezeug, sich da alles mit, mit, mühsam aufschrieben, und wir hatten in der Zwischenzeit ja schon während des Krieges Feldschreiber gekriegt, drahtlos								
1	01:09:21.00	IV	Mm …								
1	01:09:22.00	HH	… und, da haben wir so einen Feldschreiber angeschlossen (???) …								
1	01:09:27.00	IV	Was ist ein Feldschreiber?								
1	01:09:29.00	HH	Ja, ganz grob gesagt, ein drahtloser … stimmt nicht, was ich jetzt sag …								
1	01:09:34.00	HH	wenn sie einen Fernschreiber kennen, wenn der drahtlos ist, aber ist bloß so ein schmaler Kasten, so groß, da ist praktisch so, da ist eine Walze drin, diese ganzen Buchstaben sind in zig Punkte aufgelöst, und durch die Drehung werden die Punkte zusammengedrückt zu Buchstaben … da kommt also wie auf dem Morsestreifen der fertige Buchstaben raus.								
1	01:09:55.00	IV	Ach so, mm.								
1	01:09:56.00	HH	Naja, aber ist drahtlos, geht über Funk.								
1	01:09:58.00	HH	Du brauchst also nicht mehr mit, mit Kopfhörer zu machen, sondern so.								
1	01:10:01.00	HH	Das war aber schon während, äh, des Krieges.								
1	01:10:03.00	HH	Als wir in Kattowitz waren, glaub ich, fing das schon an …								
1	01:10:06.00	IV	… mit den Feldschreibern …								
1	01:10:07.00	HH	… mit Feldschreibern zu arbeiten.								
1	01:10:10.00	IV	Ähm, wann ging das denn nun los mit diesen Zeitungsgeschichten?								
1	01:10:14.00	HH	Ja, sagen wir mal, äh, '45, Mai '45 war ja die Ruhrzeitung, das ist die von den Engländern herausgegebene Zeitung, war der Brost gab die raus, das war ein ehemaliger SPD-Abgeor… Angehöriger aus Danzig, der nach England emigriert war und dann hier die Zeitung nachher machte.								
1	01:10:35.00	HH	Der ist nachher, war auch nachher der Hauptschriftleiter von der WAZ, der Funke zusammen.								
1	01:10:40.00	IV	Mm …								
1	01:10:40.00	IV	Funke ist ja nicht nur …								
1	01:10:42.00	HH	Funke ist doch tot.		Druckgewerbe, Gesprächspartikel 3, Länder, Nationalitäten				87580933#87580915#87580902		
1	01:10:43.00	IV	Der ist gestorben?								
1	01:10:44.00	HH	Ja.								
1	01:10:44.00	IV	Das stimmt.								
1	01:10:44.00	IV	(???) oder wie der heißt …								
1	01:10:47.00	HH	Ja, der Funke, der hatte mit dem Brost zusammen die Zeitung auch gemacht.								
1	01:10:50.00	HH	Der Brost hatte das Papier durch die englischen Beziehungen, und der Funke, der ist ja groß geworden hier in dem Kreis von (Grohnebau ?).								
1	01:10:56.00	HH	[FH telefoniert recht laut im Hintergrund]								
1	01:10:58.00	IV	Mm …								
1	01:10:59.00	HH	Ja, und …								
1	01:10:59.00	IV	Und wann ging das los, im Juni … im Juni, oder …?								
1	01:11:02.00	HH	Ja, da war der erst … das war ne englische Zeitung, im Mai war das schon.								
1	01:11:07.00	HH	Ja, das ging ruck-zuck, da war …								
1	01:11:08.00	HH	waren noch gar keine Trümmer hier weg, da war der … der ameri .. die die … der Krieg mit Japan war schon längst nicht zu Ende.								
1	01:11:16.00	HH	Ja, dann kamen die Engländer zu und dann nach Dortmund zu der (Brotkasse ?) nach dem (Lensing ?), weiß nicht, wieso, weshalb, warum, und dann haben sie da die Zeitung gemacht, das ging so zwei Jahre glaub ich.								
1	01:11:32.00	HH	Und dann kamen so die ersten Zeitungen raus.								
1	01:11:36.00	IV	(???)								
1	01:11:37.00	HH	… Westfalenpost …								
1	01:11:38.00	IV	… die ersten selbstverfassten …								
1	01:11:40.00	HH	Ja, die ersten von deutschen Lizenzen.								
1	01:11:43.00	HH	Dann hier auch die … WAZ kriegte ja auch, die Neue Ruhrzeitung kam raus, WAZ … und dann, als (TEZ ?) hier in Essen kam die Essener Allgemeine raus.								
1	01:11:54.00	HH	Die kam ganz zum Schluss, weil die ja auch von der anderen Seite, die … Druckmaschine, die stand immer noch bei der Neuen Ruhrzeitung drin.								
1	01:12:04.00	HH	Die hatten ja damals die Nationalzeitung, die hatten ja alles zusammengezogen als Nationalzeitung, hatten da die Druckmaschine alles zusammengezogen … was noch übrig geblieben war.								
1	01:12:11.00	IV	Mm.								
1	01:12:12.00	IV	War nicht zerstört?								
1	01:12:13.00	HH	Bitte?		Ernährung, Sozialleben, Mobilität				87580897#87580916#87580906		
