Band	Timecode	Sprecher	Transkript	Übersetzung	Hauptüberschrift	Zwischenüberschrift	Hauptüberschrift (Übersetzung)	Zwischenüberschrift (Übersetzung)	Registerverknüpfungen	Anmerkungen	Anmerkungen (Übersetzung)
1	00:49:54.00	IP_HG	Und als dann später die Bombenangriffe auch hier bei Tag durchgeführt wurden, ich habe so den Eindruck gehabt aufgrund der Gezwungenheit musste man also schon gemeinsam Dinge angehen und gemeinsam machen.								
1	00:50:10.00	IP_HG	Als es darum ging Wohnungen notbedürftig wiederherzustellen, um eine Bleibe zu haben, um Menschen zu retten, die unter den Trümmern lagen.								
1	00:50:23.00	IP_HG	Für meine Begriffe ist das also der Not gehorchend geschehen.								
1	00:50:28.00	IP_HG	Denn als junge Menschen haben wir ja auch dabei gestanden und haben also nachts nach einem Angriff /								
1	00:50:37.00	IP_HG	Damals war ich 14 Jahre alt, 28 Tote aus einem, aus einem Haus geborgen haben, das also total zertrümmert war, wo ein behelfsmäßiger Bunker war.								
1	00:50:52.00	IP_HG	Ja, als äußeres Ehrenzeichen wurden wir dann wieder zu diesem vorhin genannten Gaufeld in die Parteizentrale geladen.								
1	00:51:01.00	IP_HG	Und dann bekamen wir dieses Bändchen, wissen Sie?								
1	00:51:04.00	IP_HG	Als 14-Jähriger.								
1	00:51:07.00	IP_HG	Das war eine unselige Zeit und ich bin eigentlich im Weiteren Leben damit verschont geblieben Uniformen zu tragen.								
1	00:51:22.00	IP_HG	Eben nur damals als Hitlerjunge, so haben wir damals geheißen.								
1	00:51:28.00	IP_HG	Ich war also während des Naziregimes zu jung, um eine Uniform anzuziehen.								
1	00:51:34.00	IP_HG	Na ja und nach dem Krieg, bei Installierung der Bundeswehr wohl zu alt.								
1	00:51:42.00	IP_HG	Ich könnte also auch behaupten, nach einem großen Vorbild, der mal gesagt hat:								
1	00:51:48.00	IP_HG	Ich habe nie eine Uniform angehabt.								
1	00:51:50.00	IP_HG	Auch niemals in Deutschland eine Waffe in der Hand.'		Sozialleben, Ernährung, Politik, Diskussion				87580916#87580897#87580894		
1	00:51:54.00	IP_HG	Und als dann die politische Meinung sich umgeschlagen hat, hat Adenauer gesagt:								
1	00:51:58.00	IP_HG	Auch mir sei gestattet über Nacht schlauer zu werden.'								
1	00:52:01.00	IP_HG	Will hoffen, dass ich in diese Verlegenheit nicht komme.								
1	00:52:03.00	IP_HG	Jedenfalls, eine Uniform habe ich auch nicht getragen genauso wie der Altbundeskanzler auch.								
1	00:52:12.00	INT_AVP	Ich habe nochmal eine Frage zu der Siedlung.								
1	00:52:14.00	INT_AVP	Äh, Sie haben es geschildert, wie Ihre Väter arbeiten gegangen sind.								
1	00:52:20.00	INT_AVP	Was haben denn so äh, die Frauen gewöhnlich getan?								
1	00:52:24.00	INT_AVP	Sie haben ja wohl überwiegend nicht gearbeitet oder doch gearbeitet?								
1	00:52:27.00	IP_HG	Nein, ich meine überwiegend nicht gearbeitet.								
1	00:52:30.00	IP_HG	Überwiegend nicht gearbeitet.								
1	00:52:33.00	IP_HG	Stellen Sie sich vor, wir haben also 1940, 39 oder 40, haben wir in Essen, sind ja hier in Essen die ersten Bomben gefallen.								
1	00:52:46.00	INT_AVP	Mhm.								
1	00:52:47.00	IP_HG	Und eine ist also in unmittelbarer Nähe, 50 Meter von dem Haus, in dem wir gewohnt haben, gefallen.								
1	00:52:57.00	IP_HG	Dann ging es also darum gewisse Dinge wieder in Ordnung zu bringen, zu helfen.								
1	00:53:02.00	IP_HG	War also schon gar nicht mehr an Mobiliar zum Beispiel, zu der unseligen Zeit, zu bekommen.								
1	00:53:08.00	IP_HG	Da waren wir also schon gezwungen aus Nachbarschaftshilfe einiges zu machen.								
1	00:53:12.00	IP_HG	Frauen haben sich zusammen getan, haben gemeinsam gekocht. Für (-)								
1	00:53:18.00	INT_AVP	War das während der Bombenzeit?								
1	00:53:19.00	IP_HG	Während der Bombenzeit.								
1	00:53:21.00	INT_AVP	Vorher nicht?								
1	00:53:21.00	IP_HG	Vorher, vorher waren, möchte ich sagen, die Frauen also genauso äh, in der Gemeinschaft, aufgrund weil ihre Männer also auch gleiche Interessen hatten, hatten die Frauen damals auch die gleichen Interessen, nämlich auch weniger zu arbeiten, da ihre Männer also viel zu lange auf der Arbeit seien.								
1	00:53:41.00	IP_HG	Und ja, einige waren natürlich auch da, die - wie nannte man das damals - so Art dienstverpflichtet waren, die in öffentlichen Gebäuden mithelfen mussten.								
1	00:53:53.00	IP_HG	Nämlich die Familien, die nicht kinderreich waren oder gar keine Kinder hatten.								
1	00:54:01.00	IP_HG	Aber im Wesentlichen kann ich mich entsinnen, dass der überwiegende Teil der Frauen zu der Zeit wohl nicht mitgearbeitet hat.								
1	00:54:08.00	INT_AVP	Mhm.		Sozialleben, Politik, Diskussion, Politik, Parteien				87580916#87580894#87580900		
1	00:54:09.00	INT_AVP	Und haben denn da so andere Formen des Zusammenhalts gegolten als Sie das für die Kinder oder für den Vater erzählt haben innerhalb der Siedlung?								
1	00:54:18.00	INT_AVP	Also gekocht wurde nicht gemeinsam.								
1	00:54:19.00	INT_AVP	Wurden so Kinder mal äh, gemeinsam weggegeben, dass man dann bei den Nachbarn die unterbrachte?								
1	00:54:28.00	IP_HG	Nein, das kenne ich eigentlich nicht.								
1	00:54:31.00	IP_HG	Was man so gemacht hat, auch in der Siedlung hier, in der ich groß geworden bin, dass man mal so Kinderfeste - aus Nachbarschaftshilfe aber - veranstaltet hat.								
1	00:54:41.00	IP_HG	Äh, die auch, äh, auch nicht unter parteiideologischen Zwecken gestanden haben, sondern das nur reine Nachbarschaftshilfe war.								
1	00:54:49.00	IP_HG	Dass man gesagt hat was zum Beispiel kann ich mich entsinnen: Erntedankfest, dass man dann in dem dort etablierten Kindergarten solche Kinderfeste durchgeführt hat.								
1	00:55:01.00	IP_HG	Und äh…								
1	00:55:01.00	INT_AVP	Das wurde von den Frauen hauptsächlich…								
1	00:55:03.00	IP_HG	Das wurde dann von den Frauen, äh, organisiert.								
1	00:55:07.00	IP_HG	Teilweise auch mit, äh, Lernpersonal der dort etablierten Volksschulen, die aber nicht auch der parteilichen Richtung damals angehört haben, die sich also noch wirklich für die Belange der Arbeiter dort und deren Kinder eingesetzt haben.								
1	00:55:31.00	IP_HG	Ja, auseinandergerissen wurden wir dann als junge Menschen, wenn es darum ging also das Fähnlein, das Fähnlein der Hitlerjugend zu besuchen.								
1	00:55:42.00	IP_HG	Da wurde natürlich, äh, die Rivalität zwischen uns geschürt.								
1	00:55:49.00	INT_AVP	Zwischen der Familie jetzt?								
1	00:55:50.00	IP_HG	Auch zwischen der Familie, ich kann mich also entsinnen, dass ein Junge mit dem ich auch später noch auf der weiterführenden Schule zusammen war sein Vater mal in der Partei angezeigt hat, weil er ihn geschlagen hat und er also seine Uniform noch anhatte.								
1	00:56:10.00	IP_HG	Das sind also auch, also auch solche Dinge sind da passiert.								
1	00:56:17.00	IP_HG	Und dass die Eltern dann immer darauf hingewiesen haben: Sieh mal wie der Franz oder der Heinz oder der August sich da benimmt, der macht das mit seinen Eltern auch nicht, aber ich hatte so den Eindruck, äh, das waren Vorkommnisse, die man an einer Hand abzählen konnte.								
1	00:56:31.00	INT_AVP	Mhm.								
1	00:56:32.00	IP_HG	Ansonsten hatte ich immer so den Eindruck, wenn ich, wie weit ich damals überhaupt schon überlegen konnte, dass die Personen sich da wohl darüber bewusst seien wie ihr Stand in dem System damals war.								
1	00:56:44.00	IP_HG	Und dass man eben versuchen sollte und das haben sie für meine Begriffe auch gemacht, das Positivste daraus zu machen.								
1	00:56:50.00	IP_HG	Jeder hat also jedem geholfen und ob es darum ging, äh, Hobbies, so waren sie damals noch zugelassen, nachzugehen.								
1	00:57:00.00	IP_HG	Ich weiß, dass sie also Kaninchen hatten, dass sie Hühner hatten, und dass sie darüber gesprochen, was müssen wir anders machen, es geht nicht mehr so weiter.								
1	00:57:12.00	IP_HG	Auf der Arbeit, die Schinderei.								
1	00:57:17.00	IP_HG	Na ja und dann späterhin musste man ja auch noch weiter zusammenrücken, eben als die Bombenangriffe waren.								
1	00:57:24.00	IP_HG	Da hat man ja mehr oder weniger von den 24 Stunden, den Tag 12, 13 Stunden im Bunker zusammen gesessen.		Ernährung, Krieg, Front, Wohnen				87580897#87580896#87580898		
1	00:57:30.00	IP_HG	Dann kam hier eine Frau rein und hatte also, äh, Reibekuchen gebacken und die andere ist Hamstern gewesen, die hatte also Dicke Bohnen mitgebracht und Wibbelbohnen .								
1	00:57:39.00	IP_HG	Äh, dann wurde also gemeinsam da gemacht ja und dann noch später waren die Wohnungen bombardiert, keine Existenz mehr da, kein Herd mehr da.								
1	00:57:49.00	IP_HG	Da haben also die Väter, die nicht eingezogen waren, - die meisten waren ja dann schon Soldat geworden, zumindest die, die nicht produktiv und vor Kohle mitgearbeitet haben - die waren da.								
1	00:58:01.00	IP_HG	Da wurde also zusammen gezimmert, aus drei defekten Herden wurde also einer montiert.								
1	00:58:06.00	IP_HG	Und der eine hatte noch ein paar Kartoffeln, er eine hatte noch eine Flasche Öl, dann wurde also draußen auf dem Bürgersteig Reibekuchen gebacken und ja das war also im Allgemeinen schon eine unselige Zeit.								
1	00:58:16.00	IP_HG	Die, die wir da mitgemacht haben als junge Leute.								
1	00:58:23.00	INT_AVP	Hatte ihr Vater denn Schwierigkeiten innerhalb des Nazi-Regimes?								
1	00:58:29.00	INT_AVP	Weil sie sagten, er sei Sozialdemokrat gewesen.								
1	00:58:31.00	IP_HG	Ja.								
1	00:58:32.00	IP_HG	Ich habe Ihnen gesagt, äh, das ist also in konkreten Formen aufgetreten als ich, äh, 1943 aus Tatra Lomnic das Lager verlassen hab.								
1	00:58:46.00	IP_HG	Und ich dann in, äh, Oberschlesien äh, in die Ferien gefahren bin und ich dann also nicht mehr zurückgegangen bin.								
1	00:58:56.00	IP_HG	Da hat natürlich die Partei sich hartnäckig dahinter geklemmt und wollte also meinen Vater bewegen, dass ich wieder dort hinzuführen sei.								
1	00:59:07.00	IP_HG	Ich hatte ja auch eigentlich gar nichts als mein Hab und Gut, mein persönliches ist ja da oben geblieben und da ist also die, kann ich mich entsinnen, die Partei / Ich kann meinen Vater heute nicht mehr fragen, der ist schon 53-jährig gestorben, an Silikose.								
1	00:59:21.00	IP_HG	Da weiß ich also, dass die Parteizentrale meine Eltern hier sehr stark unter Druck gesetzt haben.								
1	00:59:31.00	IP_HG	Und dass sie auch gekommen sind, geprüft haben, dass ich dann einmal zu meinen Großeltern gegangen bin.								
1	00:59:39.00	IP_HG	Damals war in Erwägung gezogen mich wieder nach Oberschlesien zu bringen, mich also hier von der Bildfläche verschwinden zu lassen.								
1	00:59:46.00	IP_HG	Dann hat sich wohl die Betriebsführung dieser Schachtanlage, wohl hier hinter geklemmt, dass mein Vater also ein Mann sei, den man hier braucht und man sollte also versuchen hier keine Komplikationen in die Familienverhältnisse reinzubringen.								
1	01:00:09.00	IP_HG	Er ist da also schon auch unter Druck gesetzt worden, aufgrund auch seiner parteipolitischen Auffassung.								
1	01:00:17.00	IP_HG	Aber da hat man wohl von zwei Übeln das Kleinere gewählt und hat gesagt, okay dann wollen wir also die Schwierigkeiten da unterlassen, wollen also keine weiteren mehr machen.								
1	01:00:25.00	IP_HG	Oder inwieweit schon abzusehen war, dass die Karre sowieso zu Bruch ging, 44.								
1	01:00:32.00	IP_HG	Da war sowieso nicht mehr viel, viel zu hoffen.								
1	01:00:37.00	IP_HG	Ja und wir standen dann, mein Vater stand wieder vor der Aufgabe: Keine Wohnung, wir haben zu der Zeit in der Waschküche in einem zerbombten Haus gewohnt.								
1	01:00:45.00	INT_AVP	Jetzt 44 oder 45?								
1	01:00:48.00	IP_HG	45 hatten wir noch keine Wohnung, wir haben noch in der Waschküche gewohnt.								
1	01:00:53.00	IP_HG	Und, nein, die Wohnung ist vor 45, hat mein Vater eine Wohnung - das stimmt also jetzt nicht, hier habe ich mich vertan.		Wohnen, Schule, Krieg, Front				87580898#87580903#87580896		
1	01:01:04.00	IP_HG	Vor 45 hat mein Vater eine Wohnung in der ersten Etage mit Hilfe russischer Kriegsgefangener aufgebaut.								
1	01:01:11.00	IP_HG	Und zwar erinnere ich mich deswegen genau /								
1	01:01:14.00	IP_HG	Und vor dem hat ein Bürger hier gewohnt mit jugoslawischer, in dieser Wohnung mit jugoslawischer Staatsangehörigkeit gewohnt, der hatte auch Arbeitgeberfunktion auf dieser Schachtanlage.								
1	01:01:32.00	IP_HG	Und nach der Kapitulation stand er eines Abends bei uns untern vor der Wohnung und hat also reflektiert, dass das seine Wohnung sei und er also wieder Wert darauf legt, dass wir ausziehen, dass mein Vater ausziehen muss, aufgrund weil er eben jugoslawischer Staatsangehöriger war, glaubte er also jetzt hier wieder die Wohnung zu bekommen.								
1	01:01:57.00	IP_HG	Das war kurz, unmittelbar nach der Kapitulation, als die russischen Kriegsgefangenen hier frei wurden und unsere Wohnungen mehr oder weniger demoliert haben.								
1	01:02:09.00	IP_HG	Sich gerächt haben an dem System.								
1	01:02:12.00	IP_HG	Und da weiß ich noch ganz genau, dass 4, 5 oder 6 Russen damals zu meinem Vater in die Wohnung gekommen sind und haben gesagt:								
1	01:02:21.00	IP_HG	Wir passen hier auf.								
1	01:02:23.00	IP_HG	Hier in deine Wohnung kommt also keiner rein, du hast uns während der Zeit, als wir mit dir noch unten vor Kohle arbeiten mussten, oft genug geholfen, hier Butterbrot und zu Essen mitgebracht, du warst also immer ein guter Kollege'.								
1	01:02:38.00	IP_HG	Da weiß ich mich also noch genau zu entsinnen, dass die also wochenlang mehr oder weniger campiert haben und haben also aufgepasst, dass unsere Wohnung von ihren Landsleuten nicht demoliert wurde.								
1	01:02:55.00	INT_AVP	Das war jetzt wo?								
1	01:02:57.00	IP_HG	Das war in Bergeborbeck.								
1	01:03:00.00	IP_HG	In dieser, in dieser Bergmannssiedlung.								
1	01:03:06.00	INT_AVP	Aber so Schwierigkeiten hatte er nach 1933 direkt nicht, also dass er so wegen, ich sag mal sozialdemokratischen (-)								
1	01:03:13.00	IP_HG	Nein.								
1	01:03:13.00	INT_AVP	Haltung?								
1	01:03:14.00	IP_HG	Nein.								
1	01:03:16.00	IP_HG	Er ist weder gemaßregelt worden.								
1	01:03:25.00	IP_HG	Na ja wobei Verwandte, Brüder gemaßregelt worden sind.								
1	01:03:32.00	IP_HG	Also gab es keine Maßregelung, die also inhaftiert waren.								
1	01:03:45.00	INT_AVP	Mhm, gut. (räuspern)								
1	01:03:50.00	INT_AVP	Dann habe ich noch eine Frage zu, zu der Schule.								
1	01:03:54.00	INT_AVP	Wann sind sie zur Schule gekommen?								
1	01:03:56.00	IP_HG	Ich bin 1937 in die Volksschule hier im roten Querschlag, den ich vorhin genannt habe, hier in Essen West eingeschult worden.								
1	01:04:06.00	INT_AVP	37.		Gewerbe, Schule, Mobilität				87580929#87580903#87580906		
1	01:04:07.00	IP_HG	Ja, 37.								
1	01:04:11.00	IP_HG	Dann sind wir 38 oder 39 nach Bergeborbeck gezogen.								
1	01:04:18.00	IP_HG	Dann habe ich bis zum 4. Schuljahr die Volksschule besucht.								
1	01:04:20.00	IP_HG	Auch dann wieder in Bergeborbeck und bin dann zur städtischen Knaben-Mittelschule äh, Essen West gekommen.								
1	01:04:33.00	IP_HG	Ja und dann wurden wir evakuiert, wie gesagt.								
1	01:04:36.00	IP_HG	Zur Slowakei.								
1	01:04:38.00	INT_AVP	Das war wann, habe ich das vorhin überhört?								
1	01:04:41.00	IP_HG	Das ist gewesen 43.								
1	01:04:49.00	INT_AVP	Das betraf aber hauptsächlich Sie jetzt, ne?								
1	01:04:52.00	IP_HG	Das betraf mich.								
1	01:04:53.00	INT_AVP	Aber Ihr Vater hat hier weiter (-)								
1	01:04:55.00	IP_HG	Vater hat hier weiter Kohle gemacht, ja.								
1	01:04:58.00	IP_HG	Er hat mich wohl einmal da oben besucht und meine Mutter zweimal.								
1	01:05:01.00	INT_AVP	Ja.								
1	01:05:01.00	INT_AVP	Und wie kamen Sie dann nach Schlesien?								
1	01:05:04.00	IP_HG	Ja, da konnten wir in nicht luftgefährdete Gebiete während der großen Ferien in den Urlaub fahren.								
1	01:05:12.00	INT_AVP	Ach so.								
1	01:05:12.00	IP_HG	Und dann habe ich also Glogau, Kreis Herrnstadt angegeben, weil eine Tante von mir dort evakuiert war.								
1	01:05:17.00	IP_HG	Dann hat es damals geheißen, wir könnten also nicht nach Essen fahren, dass die Bediensteten der Bahn damals, na ja Kremsier in Mähren war also keine übergroße Stadt und die Nazis hatten ja auch wohl den wesentlichen Einfluss da.								
1	01:05:32.00	IP_HG	Dass unsere Eltern also keine Fahrkarte lösen konnten für mich nach Essen hin.								
1	01:05:39.00	IP_HG	Na und wir mal so ein Telegramm abgeschickt nach Hause zu meinem Vater: Fahren dann und dann ab nach Glogau, Kreis Herrnstadt.								
1	01:05:48.00	IP_HG	Und ich komme zum Bahnhof hin, meine Mutter löst zwei Fahrkarten nach Essen.								
1	01:05:54.00	IP_HG	Wir bekommen die anstandslos und kommen nachts um 00.05								
1	01:05:58.00	IP_HG	In Essen Hauptbahnhof an, um 00.02 Uhr ist mein Vater vom Bahnhof in Essen nach Herrnstadt gefahren, nach Glogau, nach Schlesien.								
1	01:06:05.00	IP_HG	Und da bekamen wir am anderen Tag wieder ein Telegramm, sofort darauf kommen.		Schule, Jugendorganisationen NS, Zeiten, Daten				87580903#87580917#87580905		
1	01:06:08.00	IP_HG	Tja und dann habe ich also meinen Vater davon überzeugen können, dass ich nicht mehr zurückgehe, ich habe gesagt, wenn du mich also wieder zurückschickst Vater, ich hau wieder ab.								
1	01:06:17.00	IP_HG	Ich bleibe da also nicht.								
1	01:06:19.00	IP_HG	Und das hätte ich auch gemacht.								
1	01:06:21.00	IP_HG	Ja und dann hat er sich durchgerungen und hat gesagt: Den Jungen können wir also nicht mehr wegschicken.								
1	01:06:25.00	INT_AVP	Mhm. (kurze Pause)								
1	01:06:28.00	INT_AVP	Können Sie noch so ein bisschen erzählen aus der Schulzeit, also Sie hier sowohl aus der Volksschulzeit als auch aus der Mittelschulzeit?								
1	01:06:38.00	IP_HG	JA.								
1	01:06:39.00	IP_HG	Während der Volksschulzeit ist das ja wohl hier war die katholische Volksschule, wir hatten ja damals noch die Religionsschule ne, war also eine keine Gemeinschaftsschule.								
1	01:06:57.00	IP_HG	Ja, das waren also noch die ersten Jahre, da ging es eigentlich noch.								
1	01:07:01.00	IP_HG	Da kann ich mich entsinnen, da wurde noch, wenn das Fräulein oder der Lehrer Geburtstag hatten, wurde noch gesammelt.								
1	01:07:07.00	IP_HG	Dann gaben die Eltern dem Jungen, was weiß ich, 20 Pfennig, da wurde eine Sammeltasse gekauft.								
1	01:07:12.00	IP_HG	Und in den nächsten Schuljahren ist natürlich, sind natürlich diese Dinge nicht mehr vorgekommen.								
1	01:07:17.00	INT_AVP	Da war die Schule schon aufgelöst?								
1	01:07:18.00	IP_HG	Da war die Schule schon aufgelöst, ja.								
1	01:07:20.00	IP_HG	Da ging es also um andere Prinzipien.								
1	01:07:23.00	IP_HG	Und, äh, das Lehrpersonal wurde dann ja mehr oder weniger, wenn noch nicht, aber zumindest dann umfunktioniert.								
1	01:07:29.00	IP_HG	Nämlich gewisse Dinge parteiideologisch voranzutreiben.								
1	01:07:33.00	INT_AVP	Worin äußerte sich denn das?								
1	01:07:35.00	IP_HG	Ja das äußerte sich darin, dass wir gefragt wurden, am Montag warum wir samstags nicht zum Dienst erschienen sind.								
1	01:07:45.00	INT_AVP	Das war diese, äh (-)								
1	01:07:48.00	IP_HG	Hitlerjugend.								
1	01:07:49.00	INT_AVP	Hitlerjugend auch dann.								
1	01:07:49.00	IP_HG	Ja.								
1	01:07:51.00	IP_HG	Warum wir nicht angetreten sind.								
1	01:07:55.00	IP_HG	Ja und dann einige Mitschüler, die konsequent, was weiß ich, auch unter dem Einfluss des Elternhauses mehr oder weniger gar nicht dort hingegangen sind, die hatten natürlich da auch in der Schule schon darunter zu leiden.		Schule, Jugendorganisationen NS, Krieg, Front				87580903#87580917#87580896		
1	01:08:10.00	IP_HG	Das war noch ausgeprägter nachher auf der Mittelschule.								
1	01:08:15.00	IP_HG	Auch in dieser Kinderlandverschickung.								
1	01:08:18.00	IP_HG	Mein Biologielehrer beispielsweise, der war als wir noch hier in Essen waren, äh, naturwissenschaftlicher Kommissar für Nordrhein-Westfalen.								
1	01:08:31.00	IP_HG	Das war also ein ausgeprägter, in allen Ämtern und Würden, ausgeprägter Nazi.								
1	01:08:41.00	IP_HG	Das drückte sich zum Beispiel so aus, dass er auch das Schulfach Malern zum Beispiel dort übernommen hat.								
1	01:08:47.00	IP_HG	Und wer also beim Malen viele Panzer und viele Flugzeuge mit einem deutschen Emblem führen konnte und die anderen also zerschlagen wurden, die stiegen dann nicht nur in seiner Gunst, sondern das schlug sich dann auch in der Prädikate-Verteilung nieder.								
1	01:09:05.00	IP_HG	Ja und dann, was mir dann noch so richtig sauer aufgestoßen ist, dass wir also anfangs in dieser Kinderlandverschickung keinen elterlichen Besuch bekommen konnten.								
1	01:09:17.00	IP_HG	Dass also die Angehörigen des Lehrpersonals, sprich Frau oder Mann, sich dort oben eingenistet haben, die sind also da hoch gekommen und ich habe dann auch beobachtet, dass die Verpflegung verschieden war.								
1	01:09:36.00	IP_HG	Dass wir Jungs, wir 10, 11, 12, 14, 15, 16-Jährigen, bedeutend schlechteres Essen bekamen, dass die also, wie man so sagt, abgesahnt haben und wir also das bekamen, was übrig blieb.								
1	01:09:56.00	IP_HG	Das zeigte sich auch ganz deutlich darin, meine Eltern haben mir jede Woche einen Einschreibebrief geschickt, in dem 20 Mark waren und ein gewisser Teil Brotmarken, die mein Vater hier über irgendwelche Wege organisiert hat und die mir dann nach Kremsier, nach Mähren geschickt worden sind.								
1	01:10:20.00	IP_HG	Und ich da oben also in den Bäckereien - war ja das damalige Protektorat, Böhmen und Mähren stand ja unter Gewaltherrschaft der Nazis -								
1	01:10:31.00	IP_HG	dass ich mir da oben also Semmel, diese gebogene Art gekauft habe und Topf-Senf.								
1	01:10:36.00	IP_HG	Und ich dann mit meinen Kumpanen, die also hier aus der gleichen Siedlung kamen, da oben uns an den Straßenrand gesetzt haben in Uniform, die haben wir da auch, wir mussten ja da die Uniform tragen, die braune (-)								
1	01:10:45.00	INT_AVP	HJ?								
1	01:10:45.00	IP_HG	Die braune HJ-Uniform.								
1	01:10:48.00	IP_HG	(räuspern) Uns da also hingesetzt haben und haben uns dann da die Semmel verdrückt.								
1	01:10:52.00	IP_HG	Ein Zeichen dafür wie gut also die Verpflegung da oben war.								
1	01:10:57.00	IP_HG	Ja dann war natürlich alles, wenn man so will, auch während der Zeit militärisch ausgerichtet.								
1	01:11:03.00	IP_HG	Der Drill war so und wenn dein Spint nicht in Ordnung war.								
1	01:11:06.00	INT_AVP	Auch in der Schule?								
1	01:11:08.00	INT_AVP	Mal abgesehen von der Kinderlandverschickung?								
1	01:11:10.00	IP_HG	Ja auf der Schule stieg natürlich immer mehr der Einfluss der Partei.								
1	01:11:15.00	IP_HG	Man konnte ganz klar erkennen von den Mitschülern, deren Eltern aktiv da bei denen mitgewirkt haben, die genossen immer eine gewisse Bevorzugung.								
1	01:11:26.00	IP_HG	Das konnte man also eindeutig feststellen.								
1	01:11:29.00	IP_HG	Obwohl damals ja auch der Slogan hieß: Mehr Arbeiterkinder auf weiterführende Schulen.		Schule, Politik, Diskussion, Jugendorganisationen NS				87580903#87580894#87580917		
1	01:11:36.00	IP_HG	Dann hat man ja damals wohl die Hauptschule, kann ich mich entsinnen, eingeführt.								
1	01:11:39.00	IP_HG	Die war gleichgestellt mit der damaligen Mittelschule, die war nur nicht mit Kosten verbunden.								
1	01:11:45.00	IP_HG	Wobei ja damals zu der Zeit die Eltern, deren Kinder die Mittelschule besucht haben, Bücher zum Beispiel bezahlen mussten, das hat Hitler ja dann abgeschafft und hat die Hauptschule, nicht mit der heutigen Hauptschule zu vergleichen, eingeführt.								
1	01:11:58.00	IP_HG	Wo also alles frei war.								
1	01:12:00.00	IP_HG	Dass war also nach außen hin der Slogan, also zu sagen das machen wir für Arbeiterkinder.								
1	01:12:05.00	IP_HG	Aber das war auch bloß Mittel zum Zweck, um die Dinge nach ihren nach ihren Belangen, nach ihren Ideologien da fest in den Griff zu kriegen.								
1	01:12:14.00	IP_HG	Das haben wir also, das hat sich noch mehr ausgeprägt in der Kinderlandverschickung.								
1	01:12:17.00	IP_HG	Waren wir da so behandelt worden wie Lanzer, wie Soldaten, das war also festgeschrieben und da wurde marschiert und da wurde exerziert und wenn dein Spind nicht in Ordnung war, dann wurdest du vier Stunden über den Acker geschliffen.								
1	01:12:27.00	IP_HG	Und dann musstest du deine Uniform sauber machen und dann, den Maskenball kann ich mich entsinnen, da musst du in zwei Minuten Winteruniformen anhaben, in zwei Minuten Sommeruniformen.								
1	01:12:35.00	IP_HG	Und dann bist du als 11, 12-Jähriger bist du dann also da von diesen Leuten so drangsaliert worden, geplagt von Heimweh, weil du weit vom Elternhaus weg warst.								
1	01:12:44.00	IP_HG	Das kam alles da noch mit hinzu, aber da haben diese Brüder wohl keine Rücksicht darauf genommen.								
1	01:12:48.00	IP_HG	WAS mir noch aufgefallen ist auch zu dieser Zeit, wenn ich also jetzt mit meiner Uniform, und noch einige Kollegen bei mir waren, eine Bäckerei betrat in Mähren.								
1	01:13:00.00	IP_HG	Die Kunden, die im Laden waren, nämlich die Tschechen, die gingen also sofort zur Seite.								
1	01:13:05.00	IP_HG	Wir wurden also sofort bedient, wenn die nicht zur Seite gingen, dann hat der Verkäufer, die Verkäuferin sofort uns angesprochen und hat gesagt: Bitteschön, was möchtet ihr?								
1	01:13:13.00	IP_HG	Wir wurden also da bevorzugt behandelt.								
1	01:13:16.00	IP_HG	Und das hat sich dann im Nachhinein, nach der Kapitulation - meine Kollegen, die also jetzt noch da oben waren - hat sich das bewahrheitet, dass die also unter Druck gesetzt worden sind.								
1	01:13:28.00	IP_HG	Denn ein Teil - nach 45, nach der Kapitulation - meiner Kollegen sind dann nicht zurückgekommen.								
1	01:13:33.00	IP_HG	Da haben die Tschechen natürlich das heimgezahlt, was wir als Jungen da oben ungewollt wohl mal angezettelt haben, denn wir waren ja wohl nicht die Partei.								
1	01:13:43.00	IP_HG	Und auch nicht deren äh, deren Wortführer.								
1	01:13:47.00	IP_HG	Und wir hatten ja auch nicht das Durchsetzungsvermögen, wir waren ja nur verschickt und haben äußerlich, äußerlich wohl den Frack getragen.								
1	01:14:00.00	INT_AVP	Gut.								
1	01:14:01.00	INT_AVP	Dann habe ich noch eine andere Frage, nämlich (husten) wie war denn das Verhältnis der Eltern untereinander?								
1	01:14:09.00	INT_AVP	Können Sie das (-)								
1	01:14:10.00	IP_HG	Ja.								
1	01:14:11.00	IP_HG	Da kann ich also mit Freude berichten, äh, untereinander war das Verhältnis meiner Eltern vorbildlich.		Politik, Diskussion, Betriebsrat, Gewerkschaften, Kirche, Religion				87580894#87580899#87580920		
1	01:14:22.00	IP_HG	Sie sind auch damals eine Mischehe eingegangen, also genau wie ich, meine Mutter katholisch, mein Vater evangelisch.								
1	01:14:28.00	IP_HG	Ich habe also nie gemerkt, dass da also irgendwie mal etwas gewesen ist.								
1	01:14:33.00	IP_HG	Im Gegenteil auch als ich in der katholischen Jugend aktiv tätig war, mein Vater hat also niemals dagegen gesprochen, dass ich das nicht machen sollte.								
1	01:14:42.00	IP_HG	Im Gegensatz zu der Hitlerjugend, da war er also immer sehr skeptisch und hat also auch zu mir dann.								
1	01:14:47.00	IP_HG	Ich stimme also mehr oder weniger zu, um DIR Schwierigkeiten, äh Schwierigkeiten, die du eventuell haben könntest, zu vermeiden, ansonsten passt mir das also nicht.								
